	關卡類型	主關卡ID	次關卡ID	難度	前置關卡	背景編碼	ICON編碼	開放等級	消耗AP	次數限制	重置規則	戰力指標	時間限制	環境損傷	單人模式	特殊規則	場景編碼	配置編碼	音樂	BOSS進場音樂	BOSS戰音樂	隱藏要素	通關條件1	通關條件1參數	通關條件2	通關條件2參數	通關條件3	通關條件3參數	首破經驗	首破金幣	首破戰利品	獲得經驗	獲得金幣	獲得戰利品	獲得熟練度	BOSS介紹	路徑	開始時間	結束時間	起始版本	結束版本	名稱	說明	
160713	6	16000	71	3	160703	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102065	stage06_0071_e1	stage06_0071_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252701	0	0	0	0	null	null	null	null	4.09.0000	null	STAGE_NAME_160713	null	
160723	6	16000	72	3	160713	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102062	stage06_0072_e1	stage06_0072_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252711	0	0	0	0	null	null	null	null	4.09.0000	null	STAGE_NAME_160723	null	
160733	6	16000	73	3	160723	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102061	stage06_0073_e1	stage06_0073_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252721	0	0	0	0	null	null	null	null	4.09.0000	null	STAGE_NAME_160733	null	
160743	6	16000	74	3	160733	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102064	stage06_0074_e1	stage06_0074_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252731	0	0	0	0	null	null	null	null	4.09.0000	null	STAGE_NAME_160743	null	
160753	6	16000	75	3	160743	bg_tower_stage_012	tower_stage_012	0	0	-1	0	0	150	15	0	103015	stage06_0075_e1	stage06_0075_e1	BGM01,bgm_st_jakob	null	BGM02,bgm_st_boss12	0	1	0	1	0	1	0	0	0	252741	0	0	0	0	407403	null	null	null	4.09.0000	null	STAGE_NAME_160753	null	
160763	6	16000	76	3	160753	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102061	stage06_0076_e1	stage06_0076_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252751	0	0	0	0	null	null	null	null	4.11.0000	null	STAGE_NAME_160763	null	
160773	6	16000	77	3	160763	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102063	stage06_0077_e1	stage06_0077_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252761	0	0	0	0	null	null	null	null	4.11.0000	null	STAGE_NAME_160773	null	
160783	6	16000	78	3	160773	bg_tower_stage_020	tower_stage_020	0	0	-1	0	0	150	15	0	102065	stage06_0078_e1	stage06_0078_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252771	0	0	0	0	null	null	null	null	4.11.0000	null	STAGE_NAME_160783	null	
160793	6	16000	79	3	160783	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102064	stage06_0079_e1	stage06_0079_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252781	0	0	0	0	null	null	null	null	4.11.0000	null	STAGE_NAME_160793	null	
160803	6	16000	80	3	160793	bg_tower_stage_010	tower_stage_010	0	0	-1	0	0	150	15	0	103016	stage06_0080_e1	stage06_0080_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252791	0	0	0	0	407903,407913	null	null	null	4.11.0000	null	STAGE_NAME_160803	null	
160813	6	16000	81	3	160803	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102064	stage06_0081_e1	stage06_0081_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252801	0	0	0	0	null	null	null	null	4.15.0000	null	STAGE_NAME_160813	null	
160823	6	16000	82	3	160813	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102062	stage06_0082_e1	stage06_0082_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252806	0	0	0	0	null	null	null	null	4.15.0000	null	STAGE_NAME_160823	null	
160833	6	16000	83	3	160823	bg_tower_stage_022	tower_stage_022	0	0	-1	0	0	150	15	0	102061	stage06_0083_e1	stage06_0083_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252811	0	0	0	0	null	null	null	null	4.15.0000	null	STAGE_NAME_160833	null	
160843	6	16000	84	3	160833	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102065	stage06_0084_e1	stage06_0084_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252816	0	0	0	0	null	null	null	null	4.15.0000	null	STAGE_NAME_160843	null	
160853	6	16000	85	3	160843	bg_tower_stage_023	tower_stage_023	0	0	-1	0	0	150	15	0	103017	stage06_0085_e1	stage06_0085_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252821	0	0	0	0	408403	null	null	null	4.15.0000	null	STAGE_NAME_160853	null	
160863	6	16000	86	3	160853	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102064	stage06_0086_e1	stage06_0086_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252826	0	0	0	0	null	null	null	null	5.00.0000	null	STAGE_NAME_160863	null	
160873	6	16000	87	3	160863	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102065	stage06_0087_e1	stage06_0087_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252831	0	0	0	0	null	null	null	null	5.00.0000	null	STAGE_NAME_160873	null	
160883	6	16000	88	3	160873	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102061	stage06_0088_e1	stage06_0088_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252836	0	0	0	0	null	null	null	null	5.00.0000	null	STAGE_NAME_160883	null	
160893	6	16000	89	3	160883	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102066	stage06_0089_e1	stage06_0089_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252841	0	0	0	0	null	null	null	null	5.00.0000	null	STAGE_NAME_160893	null	
160903	6	16000	90	3	160893	bg_tower_stage_021	tower_stage_021	0	0	-1	0	0	150	15	0	103018	stage06_0090_e1	stage06_0090_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252846	0	0	0	0	408903,408913	null	null	null	5.00.0000	null	STAGE_NAME_160903	null	
160913	6	16000	91	3	160903	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102062	stage06_0091_e1	stage06_0091_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252851	0	0	0	0	null	null	null	null	5.03.0000	null	STAGE_NAME_160913	null	
160923	6	16000	92	3	160913	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102061	stage06_0092_e1	stage06_0092_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252856	0	0	0	0	null	null	null	null	5.03.0000	null	STAGE_NAME_160923	null	
160933	6	16000	93	3	160923	bg_tower_stage_022	tower_stage_022	0	0	-1	0	0	150	15	0	102064	stage06_0093_e1	stage06_0093_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252861	0	0	0	0	null	null	null	null	5.03.0000	null	STAGE_NAME_160933	null	
160943	6	16000	94	3	160933	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	103017	stage06_0094_e1	stage06_0094_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252866	0	0	0	0	null	null	null	null	5.03.0000	null	STAGE_NAME_160943	null	
160953	6	16000	95	3	160943	bg_tower_stage_025	tower_stage_025	0	0	-1	0	0	150	15	0	103019	stage06_0095_e1	stage06_0095_e1	BGM01,bgm_st_jakob	null	BGM02,bgm_st_boss12	0	1	0	1	0	1	0	0	0	252871	0	0	0	0	409403	null	null	null	5.03.0000	null	STAGE_NAME_160953	null	
160963	6	16000	96	3	160953	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102065	stage06_0096_e1	stage06_0096_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252876	0	0	0	0	null	null	null	null	5.06.0000	null	STAGE_NAME_160963	null	
160973	6	16000	97	3	160963	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102062	stage06_0097_e1	stage06_0097_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252881	0	0	0	0	null	null	null	null	5.06.0000	null	STAGE_NAME_160973	null	
160983	6	16000	98	3	160973	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	103017	stage06_0098_e1	stage06_0098_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252886	0	0	0	0	null	null	null	null	5.06.0000	null	STAGE_NAME_160983	null	
160993	6	16000	99	3	160983	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102061	stage06_0099_e1	stage06_0099_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252891	0	0	0	0	null	null	null	null	5.06.0000	null	STAGE_NAME_160993	null	
161003	6	16000	100	3	160993	bg_tower_stage_026	tower_stage_026	0	0	-1	0	0	150	15	0	103020	stage06_0100_e1	stage06_0100_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252896	0	0	0	0	409903	null	null	null	5.06.0000	null	STAGE_NAME_161003	null	
200011	5	20001	1	1	null	bg_stage_006	corp_stage_001	20	0	-1	1	8643	600	15	1	0	stage05_0101_e1	stage05_0101_e1	BGM01,bgm_st_island	null	null	310001	1	0	2	240	3	50	0	0	200001	0	0	200001	0	null	null	null	null	1.00.0000	null	STAGE_NAME_200011	null	
200012	5	20001	2	1	200011	bg_stage_006	corp_stage_001	25	0	-1	1	15948	600	15	1	0	stage05_0102_e1	stage05_0102_e1	BGM01,bgm_st_island	null	BGM02,bgm_st_boss17	310002	1	0	2	240	3	50	0	0	200011	0	0	200011	0	SCORPIO	null	null	null	1.00.0000	null	STAGE_NAME_200012	null	
200021	5	20002	1	1	200012	bg_stage_009	corp_stage_002	30	0	-1	1	28636	600	15	1	0	stage05_0201_e1	stage05_0201_e1	BGM01,bgm_st_cyberspace	null	null	310003	1	0	2	240	3	50	0	0	200021	0	0	200021	0	null	null	null	null	1.00.0000	null	STAGE_NAME_200021	null	
200022	5	20002	2	1	200021	bg_stage_009	corp_stage_002	35	0	-1	1	45238	600	15	1	0	stage05_0202_e1	stage05_0202_e1	BGM01,bgm_st_cyberspace	null	null	310004	1	0	2	240	3	50	0	0	200031	0	0	200031	0	PENGUIN	null	null	null	1.00.0000	null	STAGE_NAME_200022	null	
200031	5	20003	1	1	200022	bg_stage_007	corp_stage_003	40	0	-1	1	61684	600	15	1	0	stage05_0301_e1	stage05_0301_e1	BGM01,bgm_st_forest	null	null	310005	1	0	2	240	3	50	0	0	200041	0	0	200041	0	null	null	null	null	1.00.0000	null	STAGE_NAME_200031	null	
200032	5	20003	2	1	200031	bg_stage_007	corp_stage_003	45	0	-1	1	80724	600	15	1	0	stage05_0302_e1	stage05_0302_e1	BGM01,bgm_st_forest	null	null	310006	1	0	2	240	3	50	0	0	200051	0	0	200051	0	CHAMELEON	null	null	null	1.00.0000	null	STAGE_NAME_200032	null	
200041	5	20004	1	1	200032	bg_stage_008	corp_stage_004	50	0	-1	1	102988	600	15	1	0	stage05_0401_e1	stage05_0401_e1	BGM01,bgm_st_train	null	null	310007	1	0	2	240	3	50	0	0	200061	0	0	200061	0	null	null	null	null	1.00.0000	null	STAGE_NAME_200041	null	
200042	5	20004	2	1	200041	bg_stage_008	corp_stage_004	55	0	-1	1	128627	600	15	1	0	stage05_0402_e1	stage05_0402_e1	BGM01,bgm_st_train	BGM01,bgm_ev_vava01	BGM02,bgm_st_boss08	310008	1	0	2	240	3	50	0	0	200071	0	0	200071	0	VAVAMK2	null	null	null	1.00.0000	null	STAGE_NAME_200042	null	
200051	5	20005	1	1	200042	bg_stage_002	corp_stage_005	60	0	-1	1	158228	600	15	1	0	stage05_0501_e1	stage05_0501_e1	BGM01,bgm_st_mine	null	null	310009	1	0	2	240	3	50	0	0	200081	0	0	200081	0	null	null	null	null	2.00.0000	null	STAGE_NAME_200051	null	
200052	5	20005	2	1	200051	bg_stage_002	corp_stage_005	65	0	-1	1	192309	600	15	1	0	stage05_0502_e1	stage05_0502_e1	BGM01,bgm_st_mine	null	BGM02,bgm_st_boss12	310010	1	0	2	240	3	50	0	0	200091	0	0	200091	0	MAOH	null	null	null	2.00.0000	null	STAGE_NAME_200052	null	
200061	5	20006	1	1	200052	bg_stage_010	corp_stage_006	70	0	-1	1	229917	600	15	1	0	stage05_0601_e1	stage05_0601_e1	BGM01,bgm_st_desert	null	null	310011	1	0	2	240	3	50	0	0	200101	0	0	200101	0	null	null	null	null	2.04.0000	null	STAGE_NAME_200061	null	
200062	5	20006	2	1	200061	bg_stage_010	corp_stage_006	75	0	-1	1	265570	600	15	1	0	stage05_0602_e1	stage05_0602_e1	BGM01,bgm_st_desert	null	BGM01,bgm_st_mboss01	310012	1	0	2	240	3	50	0	0	200111	0	0	200111	0	SONIC	null	null	null	2.04.0000	null	STAGE_NAME_200062	null	
200071	5	20007	1	1	200062	bg_stage_003	corp_stage_007	80	0	-1	1	304618	600	15	1	0	stage05_0701_e1	stage05_0701_e1	BGM01,bgm_st_factory	null	null	310013	1	0	2	360	3	50	0	0	200121	0	0	200121	0	GM	null	null	null	3.00.0000	null	STAGE_NAME_200071	null	
200072	5	20007	2	1	200071	bg_stage_003	corp_stage_007	85	0	-1	1	322974	600	15	1	0	stage05_0702_e1	stage05_0702_e1	BGM01,bgm_st_factory	null	BGM02,bgm_st_boss12	310014	1	0	2	360	3	50	0	0	200131	0	0	200131	0	SEAHORSE	null	null	null	3.00.0000	null	STAGE_NAME_200072	null	
200081	5	20008	1	1	200072	bg_stage_012	corp_stage_008	90	0	-1	1	343215	600	15	1	0	stage05_0801_e1	stage05_0801_e1	BGM02,bgm_st_vio	null	null	310015	1	0	2	240	3	50	0	0	200141	0	0	200141	0	null	null	null	null	3.04.0000	null	STAGE_NAME_200081	null	
200082	5	20008	2	1	200081	bg_stage_012	corp_stage_008	95	0	-1	1	364382	600	15	1	0	stage05_0802_e1	stage05_0802_e1	BGM02,bgm_st_vio	null	null	310016	1	0	2	240	3	50	0	0	200151	0	0	200151	0	SPIDERKING	null	null	null	3.04.0000	null	STAGE_NAME_200082	null	
200091	5	20009	1	1	200082	bg_stage_005	corp_stage_009	100	0	-1	1	385235	600	15	1	0	stage05_0901_e1	stage05_0901_e1	BGM01,bgm_st_sky	null	null	310017	1	0	2	240	3	50	0	0	200161	0	0	200161	0	null	null	null	null	13.03.0000	null	STAGE_NAME_200091	null	
200092	5	20009	2	1	200091	bg_stage_005	corp_stage_009	105	0	-1	1	403461	600	15	1	0	stage05_0902_e1	stage05_0902_e1	BGM01,bgm_st_sky	null	null	310018	1	0	2	240	3	50	0	0	200171	0	0	200171	0	EAGLE	null	null	null	13.03.0000	null	STAGE_NAME_200092	null	
200101	5	20010	1	1	200092	bg_stage_004	corp_stage_010	110	0	-1	1	426551	600	15	1	0	stage05_1001_e1	stage05_1001_e1	BGM01,bgm_st_airforce	null	null	310019	1	0	2	240	3	50	0	0	200181	0	0	200181	0	null	null	null	null	13.03.0000	null	STAGE_NAME_200101	null	
200102	5	20010	2	1	200101	bg_stage_004	corp_stage_010	115	0	-1	1	448848	600	15	1	0	stage05_1002_e1	stage05_1002_e1	BGM01,bgm_st_airforce	null	null	310020	1	0	2	240	3	50	0	0	200191	0	0	200191	0	KUWANGER	null	null	null	13.03.0000	null	STAGE_NAME_200102	null	
200111	5	20011	1	1	200102	bg_stage_011	corp_stage_011	120	0	-1	1	471466	600	15	1	0	stage05_1101_e1	stage05_1101_e1	BGM02,bgm_st_volcano	null	null	310021	1	0	2	240	3	50	0	0	200201	0	0	200201	0	null	null	null	null	14.04.0000	null	STAGE_NAME_200111	null	
200112	5	20011	2	1	200111	bg_stage_011	corp_stage_011	125	0	-1	1	489107	600	15	1	0	stage05_1102_e1	stage05_1102_e1	BGM02,bgm_st_volcano	null	null	310022	1	0	2	240	3	50	0	0	200211	0	0	200211	0	DRILLMAN	null	null	null	14.04.0000	null	STAGE_NAME_200112	null	
200121	5	20012	1	1	200112	bg_stage_016	corp_stage_012	130	0	-1	1	507776	600	15	1	0	stage05_1201_e1	stage05_1201_e1	BGM02,bgm_st_repli_airforce	null	null	310023	1	0	2	240	3	50	0	0	200221	0	0	200221	0	null	null	null	null	14.04.0000	null	STAGE_NAME_200121	null	
200122	5	20012	2	1	200121	bg_stage_016	corp_stage_012	135	0	-1	1	535138	600	15	1	0	stage05_1202_e1	stage05_1202_e1	BGM02,bgm_st_repli_airforce	null	null	310024	1	0	2	240	3	50	0	0	200231	0	0	200231	0	SHURIKENCHOP	null	null	null	14.04.0000	null	STAGE_NAME_200122	null	
200131	5	20013	1	1	200122	bg_stage_013	corp_stage_013	140	0	-1	1	556221	600	15	1	0	stage05_1301_e1	stage05_1301_e1	BGM02,bgm_st_electric	null	null	310025	1	0	2	240	3	50	0	0	200241	0	0	200241	0	null	null	null	null	15.08.0000	null	STAGE_NAME_200131	null	
200132	5	20013	2	1	200131	bg_stage_013	corp_stage_013	145	0	-1	1	576567	600	15	1	0	stage05_1302_e1	stage05_1302_e1	BGM02,bgm_st_electric	null	BGM01,bgm_st_mboss01	310026	1	0	2	240	3	50	0	0	200251	0	0	200251	0	ILLUMINA	null	null	null	15.08.0000	null	STAGE_NAME_200132	null	
200141	5	20014	1	1	200132	bg_stage_019	corp_stage_014	150	0	-1	1	600112	600	15	1	0	stage05_1401_e1	stage05_1401_e1	BGM02,bgm_st_crystal	null	null	310027	1	0	2	240	3	50	0	0	200261	0	0	200261	0	null	null	null	null	15.08.0000	null	STAGE_NAME_200141	null	
200142	5	20014	2	1	200141	bg_stage_019	corp_stage_014	155	0	-1	1	630330	600	15	1	0	stage05_1402_e1	stage05_1402_e1	BGM02,bgm_st_crystal	null	BGM01,bgm_st_boss04	310028	1	0	2	240	3	50	0	0	200271	0	0	200271	0	MUSHROOM	null	null	null	15.08.0000	null	STAGE_NAME_200142	null	
200151	5	20015	1	1	200142	bg_stage_014	corp_stage_015	160	0	-1	1	652876	600	15	1	0	stage05_1501_e1	stage05_1501_e1	BGM02,bgm_st_snow	null	null	310029	1	0	2	240	3	50	0	0	200281	0	0	200281	0	null	null	null	null	15.08.0000	null	STAGE_NAME_200151	null	
200152	5	20015	2	1	200151	bg_stage_014	corp_stage_015	165	0	-1	1	668476	600	15	1	0	stage05_1502_e1	stage05_1502_e1	BGM02,bgm_st_snow	null	BGM01,bgm_st_boss04	310030	1	0	2	240	3	50	0	0	200291	0	0	200291	0	WALRUS	null	null	null	15.08.0000	null	STAGE_NAME_200152	null	
200161	5	20016	1	1	200152	bg_stage_021	corp_stage_016	170	0	-1	1	684880	600	15	1	0	stage05_1601_e1	stage05_1601_e1	BGM02,bgm_st_electro_fort	null	null	310031	1	0	2	240	3	50	0	0	200301	0	0	200301	0	null	null	null	null	15.08.0000	null	STAGE_NAME_200161	null	
200162	5	20016	2	1	200161	bg_stage_021	corp_stage_016	175	0	-1	1	710675	600	15	1	0	stage05_1602_e1	stage05_1602_e1	BGM02,bgm_st_electro_fort	null	BGM02,bgm_st_boss12	310032	1	0	2	240	3	50	0	0	200311	0	0	200311	0	CATFISH	null	null	null	15.08.0000	null	STAGE_NAME_200162	null	
200171	5	20017	1	1	200162	bg_stage_024	corp_stage_017	180	0	-1	1	727780	600	15	1	0	stage05_1701_e1	stage05_1701_e1	BGM02,bgm_st_powerplant	null	null	310033	1	0	2	240	3	50	0	0	200321	0	0	200321	0	null	null	null	null	15.08.0000	null	STAGE_NAME_200171	null	
200172	5	20017	2	1	200171	bg_stage_024	corp_stage_017	185	0	-1	1	745030	600	15	1	0	stage05_1702_e1	stage05_1702_e1	BGM02,bgm_st_powerplant	null	BGM02,bgm_st_boss15	310034	1	0	2	240	3	50	0	0	200331	0	0	200331	0	FORTEEXE	null	null	null	15.08.0000	null	STAGE_NAME_200172	null	
240011	7	24000	1	1	null	bg_stage_001	null	45	0	-1	0	80724	600	15	0	0	stage07_0001_e1	stage07_0001_e1	BGM00,bgm_st_highway	null	null	0	2	50	2	65	2	80	0	0	240001	0	0	240001	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240011	null	
240021	7	24000	2	1	null	bg_stage_002	null	45	0	-1	0	80724	600	15	0	0	stage07_0002_e1	stage07_0002_e1	BGM01,bgm_st_mine	null	null	0	2	35	2	50	2	65	0	0	240001	0	0	240001	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240021	null	
240031	7	24000	3	1	null	bg_stage_004	null	45	0	-1	0	80724	600	15	0	0	stage07_0003_e1	stage07_0003_e1	BGM01,bgm_st_airforce	null	null	0	2	60	2	75	2	90	0	0	240001	0	0	240001	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240031	null	
240012	7	24000	1	2	null	bg_stage_001	null	45	0	-1	0	0	600	15	0	300001	stage07_0001_e1	stage07_0001_e1	BGM00,bgm_st_highway	null	null	0	2	50	2	65	2	80	0	0	240001	0	0	240001	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240012	null	
240022	7	24000	2	2	null	bg_stage_002	null	45	0	-1	0	0	600	15	0	300001	stage07_0002_e1	stage07_0002_e1	BGM01,bgm_st_mine	null	null	0	2	35	2	50	2	65	0	0	240001	0	0	240001	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240022	null	
240032	7	24000	3	2	null	bg_stage_004	null	45	0	-1	0	0	600	15	0	300001	stage07_0003_e1	stage07_0003_e1	BGM01,bgm_st_airforce	null	null	0	2	60	2	75	2	90	0	0	240001	0	0	240001	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240032	null	
240111	7	24010	1	1	null	bg_stage_002	null	55	0	-1	0	128627	600	15	0	0	stage07_0011_e1	stage07_0011_e1	BGM01,bgm_st_mine	null	null	0	2	65	2	80	2	95	0	0	240011	0	0	240011	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240111	null	
240121	7	24010	2	1	null	bg_stage_003	null	55	0	-1	0	128627	600	15	0	0	stage07_0012_e1	stage07_0012_e1	BGM01,bgm_st_factory	null	null	0	2	70	2	85	2	100	0	0	240011	0	0	240011	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240121	null	
240131	7	24010	3	1	null	bg_stage_005	null	55	0	-1	0	128627	600	15	0	0	stage07_0013_e1	stage07_0013_e1	BGM01,bgm_st_sky	null	null	0	2	75	2	90	2	105	0	0	240011	0	0	240011	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240131	null	
240112	7	24010	1	2	null	bg_stage_002	null	55	0	-1	0	0	600	15	0	300002	stage07_0011_e1	stage07_0011_e1	BGM01,bgm_st_mine	null	null	0	2	65	2	80	2	95	0	0	240011	0	0	240011	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240112	null	
240122	7	24010	2	2	null	bg_stage_003	null	55	0	-1	0	0	600	15	0	300002	stage07_0012_e1	stage07_0012_e1	BGM01,bgm_st_factory	null	null	0	2	70	2	85	2	100	0	0	240011	0	0	240011	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240122	null	
240132	7	24010	3	2	null	bg_stage_005	null	55	0	-1	0	0	600	15	0	300002	stage07_0013_e1	stage07_0013_e1	BGM01,bgm_st_sky	null	null	0	2	75	2	90	2	105	0	0	240011	0	0	240011	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240132	null	
240211	7	24020	1	1	null	bg_stage_003	null	65	0	-1	0	192309	600	15	0	0	stage07_0021_e1	stage07_0021_e1	BGM01,bgm_st_factory	null	null	0	2	35	2	50	2	65	0	0	240021	0	0	240021	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240211	null	
240221	7	24020	2	1	null	bg_stage_004	null	65	0	-1	0	192309	600	15	0	0	stage07_0022_e1	stage07_0022_e1	BGM01,bgm_st_airforce	null	null	0	2	60	2	75	2	90	0	0	240021	0	0	240021	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240221	null	
240231	7	24020	3	1	null	bg_stage_006	null	65	0	-1	0	192309	600	15	0	0	stage07_0023_e1	stage07_0023_e1	BGM01,bgm_st_island	null	null	0	2	70	2	85	2	100	0	0	240021	0	0	240021	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240231	null	
240212	7	24020	1	2	null	bg_stage_003	null	65	0	-1	0	0	600	15	0	300003	stage07_0021_e1	stage07_0021_e1	BGM01,bgm_st_factory	null	null	0	2	35	2	50	2	65	0	0	240021	0	0	240021	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240212	null	
240222	7	24020	2	2	null	bg_stage_004	null	65	0	-1	0	0	600	15	0	300003	stage07_0022_e1	stage07_0022_e1	BGM01,bgm_st_airforce	null	null	0	2	60	2	75	2	90	0	0	240021	0	0	240021	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240222	null	
240232	7	24020	3	2	null	bg_stage_006	null	65	0	-1	0	0	600	15	0	300003	stage07_0023_e1	stage07_0023_e1	BGM01,bgm_st_island	null	null	0	2	70	2	85	2	100	0	0	240021	0	0	240021	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240232	null	
240311	7	24030	1	1	null	bg_stage_004	null	75	0	-1	0	265570	600	15	0	0	stage07_0031_e1	stage07_0031_e1	BGM01,bgm_st_airforce	null	null	0	2	60	2	75	2	90	0	0	240031	0	0	240031	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240311	null	
240321	7	24030	2	1	null	bg_stage_005	null	75	0	-1	0	265570	600	15	0	0	stage07_0032_e1	stage07_0032_e1	BGM01,bgm_st_sky	null	null	0	2	60	2	75	2	90	0	0	240031	0	0	240031	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240321	null	
240331	7	24030	3	1	null	bg_stage_007	null	75	0	-1	0	265570	600	15	0	0	stage07_0033_e1	stage07_0033_e1	BGM01,bgm_st_forest	null	null	0	2	90	2	105	2	120	0	0	240031	0	0	240031	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240331	null	
240312	7	24030	1	2	null	bg_stage_004	null	75	0	-1	0	0	600	15	0	300004	stage07_0031_e1	stage07_0031_e1	BGM01,bgm_st_airforce	null	null	0	2	60	2	75	2	90	0	0	240031	0	0	240031	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240312	null	
240322	7	24030	2	2	null	bg_stage_005	null	75	0	-1	0	0	600	15	0	300004	stage07_0032_e1	stage07_0032_e1	BGM01,bgm_st_sky	null	null	0	2	60	2	75	2	90	0	0	240031	0	0	240031	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240322	null	
240332	7	24030	3	2	null	bg_stage_007	null	75	0	-1	0	0	600	15	0	300004	stage07_0033_e1	stage07_0033_e1	BGM01,bgm_st_forest	null	null	0	2	90	2	105	2	120	0	0	240031	0	0	240031	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240332	null	
240411	7	24040	1	1	null	bg_stage_006	null	85	0	-1	0	322974	600	15	0	0	stage07_0041_e1	stage07_0041_e1	BGM01,bgm_st_island	null	null	0	2	75	2	90	2	105	0	0	240041	0	0	240041	0	null	null	null	null	3.00.0000	null	STAGE_NAME_240411	null	
