鍵值	繁體中文	简体中文	日文	英文	泰文	葡语	西语	德语	俄语	法语	韓文
4. Die kürzeste Abräumzeit wird in Event-Punkten umgerechnet, und je kürzer die Zeit, desto mehr Punkte erhältst du. Wenn du die erforderlichen Punkte sammelst, kannst du die entsprechenden Prämien erhalten.
5. Wenn du die Stufe mit verschiedenen Figuren oder Waffen meisterst, erhältst du Bonuspunkte. Es wird daher empfohlen, verschiedene Figuren und Waffen zu verwenden, um die höchstmögliche Punktzahl zu erreichen.
6. Solange du eine Stufe betrittst, bevor das Ereignis abläuft, kannst du deinen Datensatz auch dann noch aktualisieren, wenn du die Stufe nach der Ablaufzeit verlässt. Daher kann sich die Rangfolge in diesem Fall noch ändern.	1. Режим гонки - это особый режим, в котором игроки могут соревноваться в преодолении уровня за короткое время.
2. В этом режиме все игроки будут соревноваться с одинаковой боевой мощью. Тем не менее, навыки, которые вы открыли для своего персонажа или своего оружия, пригодятся.
3. Когда событие закончится, игрокам будет выдан рейтинг в соответствии с их временем прохождения, и игроки с самым коротким временем прохождения получат соответствующие награды. Игроки, у которых одинаковое время зачистки, получат одинаковые награды.
4. Самое короткое время зачистки будет преобразовано в очки события, и чем короче время, тем больше очков вы получите. Когда вы заработаете необходимые баллы, вы сможете получить соответствующие награды.
5. Когда вы очистите уровень с другими персонажами или оружием, вы заработаете бонусные очки. Поэтому рекомендуется использовать разных персонажей и оружие, чтобы заработать как можно больше очков.
6. Если вы вошли на уровень до истечения срока действия события, вы все равно можете обновить свою запись, даже если вы зачистили этап после истечения срока действия.	1. Le mode Course est un mode spécial qui vous permet de compléter le stage dans le temps le plus court possible.
2. Dans ce mode, tous les joueurs se battront avec une même puissance de combat. Cependant, les techniques de personnage ou d’arme que vous avez débloquées seront disponibles.
3. Lorsque l’événement se termine, vous serez classé en fonction du temps de complétion et recevrez des récompenses correspondantes. Si vous passez autant de temps que d’autres joueurs, vous obtiendrez les récompenses identiques.
4. Le temps de complétion le plus court sera converti en points d’événement, plus le temps est court, plus de points que vous recevrez sont élevés. Lorsque vous recevrez un certain nombre de points, vous obtiendrez les récompenses correspondantes.
5. Lorsque vous complétez le stage avec différents personnages ou armes, vous obtiendrez des points bonus. Il vaut donc mieux d’essayer différents personnages et armes pour gagner plus de points possibles.
6. Si vous entrez dans un stage avant l’expiration de l’événement, vous pouvez toujours mettre à jour votre enregistrement après avoir complété le stage. Et en tant que tel, le classement peut encore être soumis à des changements dans ce cas.	1.레이스 모드는 플레이어들이「클리어 시간」을 겨루는 이벤트 모드입니다.
2.해당 모드에서 모든 플레이어는 동일한 전투력으로 진행하지만 이미 활성화된 스킬의 효과는 적용됩니다.
3.이벤트 종료 후 제일 빨리 클리어한 시간을 기준으로 랭킹 보상이 주어지며 동일 시간에 클리어한 플레이어는 동일 등급의 보상을 획득할 수 있습니다.
4.제일 빨리 클리어한 시간은 이벤트 포인트로 전환되며 시간이 짧을수록 포인트가 많아지며 지정된 포인트에 도달하면 여러 보상을 획득할 수 있습니다.
5.특정 캐릭터,무기를 사용하여 스테이지 도전할 시 추가 포인트를 획득할 수 있습니다.
6.이벤트 시간 종료 직전 스테이지 진입하거나 이벤트 종료 후 클리어 하더라도 기록은 갱신되며 이에 따른 랭킹이 변동될 수 있습니다.
